state,year,month,number
Maranhao,2003,2,11
Maranhao,2004,2,22
Maranhao,2005,2,56
Maranhao,2006,2,22
Maranhao,2007,2,13
Maranhao,2008,2,45
Maranhao,2009,2,20
Maranhao,2010,2,93
Maranhao,2011,2,9
Maranhao,2012,2,46
Maranhao,2013,2,62
Maranhao,2014,2,29
Maranhao,2015,2,95
Maranhao,2016,2,318
Maranhao,2017,2,47
Maranhao,1998,3,0
Maranhao,1999,3,17
Maranhao,2000,3,6
Maranhao,2001,3,0
Maranhao,2002,3,16
Maranhao,2003,3,16
Maranhao,2004,3,18
Maranhao,2005,3,9
Maranhao,2006,3,14
Maranhao,2007,3,52
Maranhao,2008,3,4
Maranhao,2009,3,33
Maranhao,2010,3,82
Maranhao,2011,3,22
Maranhao,2012,3,49
Maranhao,2013,3,30
Maranhao,2014,3,59
Maranhao,2015,3,53
Maranhao,2016,3,113
Maranhao,2017,3,32
Maranhao,1998,4,0
Maranhao,1999,4,4
Maranhao,2000,4,6
Maranhao,2001,4,2
Maranhao,2002,4,28
Maranhao,2003,4,79
Maranhao,2004,4,44
Maranhao,2005,4,43
Maranhao,2006,4,9
Maranhao,2007,4,5
Maranhao,2008,4,26
Maranhao,2009,4,14
Maranhao,2010,4,128
Maranhao,2011,4,37
Maranhao,2012,4,97
Maranhao,2013,4,62
Maranhao,2014,4,78
Maranhao,2015,4,119
Maranhao,2016,4,113
Maranhao,2017,4,91
Maranhao,1998,5,0
Maranhao,1999,5,3
Maranhao,2000,5,28
Maranhao,2001,5,21
Maranhao,2002,5,71
Maranhao,2003,5,60
Maranhao,2004,5,145
Maranhao,2005,5,74
Maranhao,2006,5,5
Maranhao,2007,5,73
Maranhao,2008,5,26
Maranhao,2009,5,19
Maranhao,2010,5,273
Maranhao,2011,5,73
Maranhao,2012,5,286
Maranhao,2013,5,100
Maranhao,2014,5,148
Maranhao,2015,5,194
Maranhao,2016,5,206
Maranhao,2017,5,142
Maranhao,1998,6,78
Maranhao,1999,6,32
Maranhao,2000,6,94
Maranhao,2001,6,100
Maranhao,2002,6,230
Maranhao,2003,6,338
Maranhao,2004,6,706
Maranhao,2005,6,529
Maranhao,2006,6,131
Maranhao,2007,6,515
Maranhao,2008,6,235
Maranhao,2009,6,279
Maranhao,2010,6,494
Maranhao,2011,6,602
Maranhao,2012,6,915
Maranhao,2013,6,498
Maranhao,2014,6,812
Maranhao,2015,6,887
Maranhao,2016,6,709
Maranhao,2017,6,885
Maranhao,1998,7,274
Maranhao,1999,7,258
Maranhao,2000,7,233
Maranhao,2001,7,549
Maranhao,2002,7,1.271
Maranhao,2003,7,1.103
Maranhao,2004,7,1.366
Maranhao,2005,7,1.152
Maranhao,2006,7,512
Maranhao,2007,7,1.205
Maranhao,2008,7,502
Maranhao,2009,7,972
Maranhao,2010,7,2.323
Maranhao,2011,7,1.024
Maranhao,2012,7,3.548
Maranhao,2013,7,1.111
Maranhao,2014,7,2.068
Maranhao,2015,7,1.642
Maranhao,2016,7,2.096
Maranhao,2017,7,2.521
Maranhao,1998,8,1.176
Maranhao,1999,8,895
Maranhao,2000,8,839
Maranhao,2001,8,2.037
Maranhao,2002,8,3.481
Maranhao,2003,8,2.023
Maranhao,2004,8,1.889
Maranhao,2005,8,2.239
Maranhao,2006,8,1.382
Maranhao,2007,8,8.409
Maranhao,2008,8,713
Maranhao,2009,8,1.766
Maranhao,2010,8,6.353
Maranhao,2011,8,2.138
Maranhao,2012,8,10.395
Maranhao,2013,8,2.098
Maranhao,2014,8,5.592
Maranhao,2015,8,5.428
Maranhao,2016,8,3.723
Maranhao,2017,8,3.875
Maranhao,1998,9,3.935
Maranhao,1999,9,1.739
Maranhao,2000,9,1.365
Maranhao,2001,9,4.618
Maranhao,2002,9,3.181
Maranhao,2003,9,5.878
Maranhao,2004,9,4.673
Maranhao,2005,9,6.292
Maranhao,2006,9,2.907
Maranhao,2007,9,8.524
Maranhao,2008,9,2.761
Maranhao,2009,9,2.404
Maranhao,2010,9,9.795
Maranhao,2011,9,4.632
Maranhao,2012,9,7.626
Maranhao,2013,9,3.88
Maranhao,2014,9,4.373
Maranhao,2015,9,6.423
Maranhao,2016,9,3.166
Maranhao,2017,9,14.825
Maranhao,1998,10,5.137
Maranhao,1999,10,3.208
Maranhao,2000,10,2.654
Maranhao,2001,10,6.661
Maranhao,2002,10,5.182
Maranhao,2003,10,6.085
Maranhao,2004,10,3.604
Maranhao,2005,10,6.472
Maranhao,2006,10,3.024
Maranhao,2007,10,4.772
Maranhao,2008,10,3.498
Maranhao,2009,10,1.861
Maranhao,2010,10,3.228
Maranhao,2011,10,2.404
Maranhao,2012,10,5
Maranhao,2013,10,2.918
Maranhao,2014,10,5.812
Maranhao,2015,10,6.746
Maranhao,2016,10,5.351
Maranhao,2017,10,6.011
Maranhao,1998,11,2.237
Maranhao,1999,11,1.494
Maranhao,2000,11,2.267
Maranhao,2001,11,3.525
Maranhao,2002,11,5.83
Maranhao,2003,11,4.929
Maranhao,2004,11,6.398
Maranhao,2005,11,4.769
Maranhao,2006,11,2.004
Maranhao,2007,11,2.297
Maranhao,2008,11,2.331
Maranhao,2009,11,5
Maranhao,2010,11,4.005
Maranhao,2011,11,2.261
Maranhao,2012,11,2.01
Maranhao,2013,11,2.529
Maranhao,2014,11,3.869
Maranhao,2015,11,4.35
Maranhao,2016,11,3.982
Maranhao,2017,11,2.3
Maranhao,1998,12,1.399
Maranhao,1999,12,1.001
Maranhao,2000,12,1.461
Maranhao,2001,12,1.296
Maranhao,2002,12,2.165
Maranhao,2003,12,2.424
Maranhao,2004,12,3.255
Maranhao,2005,12,1.66
Maranhao,2006,12,1.052
Maranhao,2007,12,800
Maranhao,2008,12,1.101
Maranhao,2009,12,1.768
Maranhao,2010,12,1.803
Maranhao,2011,12,1.629
Maranhao,2012,12,1.296
Maranhao,2013,12,2.692
Maranhao,2014,12,2.4
Maranhao,2015,12,3.706
Maranhao,2016,12,1.577
Mato Grosso,1998,1,0
Mato Grosso,1999,1,39
Mato Grosso,2000,1,44
Mato Grosso,2001,1,44
Mato Grosso,2002,1,172
Mato Grosso,2003,1,896
Mato Grosso,2004,1,301
Mato Grosso,2005,1,438
Mato Grosso,2006,1,947
Mato Grosso,2007,1,476
Mato Grosso,2008,1,245
Mato Grosso,2009,1,527
Mato Grosso,2010,1,298
Mato Grosso,2011,1,171
Mato Grosso,2012,1,166
Mato Grosso,2013,1,269
Mato Grosso,2014,1,315
Mato Grosso,2015,1,960
Mato Grosso,2016,1,374
Mato Grosso,2017,1,482
Mato Grosso,1998,2,0
Mato Grosso,1999,2,28
Mato Grosso,2000,2,35
Mato Grosso,2001,2,54
Mato Grosso,2002,2,22
Mato Grosso,2003,2,592
Mato Grosso,2004,2,272
Mato Grosso,2005,2,871
Mato Grosso,2006,2,383
Mato Grosso,2007,2,213
Mato Grosso,2008,2,180
Mato Grosso,2009,2,248
Mato Grosso,2010,2,431
Mato Grosso,2011,2,119
Mato Grosso,2012,2,193
Mato Grosso,2013,2,375
Mato Grosso,2014,2,199
Mato Grosso,2015,2,542
Mato Grosso,2016,2,1.05
Mato Grosso,2017,2,337
Mato Grosso,1998,3,0
Mato Grosso,1999,3,18
Mato Grosso,2000,3,60
Mato Grosso,2001,3,24
Mato Grosso,2002,3,103
Mato Grosso,2003,3,554
Mato Grosso,2004,3,743
Mato Grosso,2005,3,362
Mato Grosso,2006,3,448
Mato Grosso,2007,3,476
Mato Grosso,2008,3,180
Mato Grosso,2009,3,325
Mato Grosso,2010,3,605
Mato Grosso,2011,3,252
Mato Grosso,2012,3,423
Mato Grosso,2013,3,563
Mato Grosso,2014,3,655
Mato Grosso,2015,3,705
Mato Grosso,2016,3,1.085
Mato Grosso,2017,3,719
Mato Grosso,1998,4,0
Mato Grosso,1999,4,76
Mato Grosso,2000,4,59
Mato Grosso,2001,4,309
Mato Grosso,2002,4,641
Mato Grosso,2003,4,903
Mato Grosso,2004,4,441
Mato Grosso,2005,4,372
Mato Grosso,2006,4,161
Mato Grosso,2007,4,79
Mato Grosso,2008,4,274
Mato Grosso,2009,4,169
Mato Grosso,2010,4,769
Mato Grosso,2011,4,345
Mato Grosso,2012,4,521
Mato Grosso,2013,4,338
Mato Grosso,2014,4,859
Mato Grosso,2015,4,947
Mato Grosso,2016,4,1.77
Mato Grosso,2017,4,606
Mato Grosso,1998,5,0
Mato Grosso,1999,5,731
Mato Grosso,2000,5,1.194
Mato Grosso,2001,5,1.193
Mato Grosso,2002,5,2.528
Mato Grosso,2003,5,942
Mato Grosso,2004,5,2.413
Mato Grosso,2005,5,1.641
Mato Grosso,2006,5,269
Mato Grosso,2007,5,359
Mato Grosso,2008,5,119
Mato Grosso,2009,5,516
Mato Grosso,2010,5,1.313
Mato Grosso,2011,5,547
Mato Grosso,2012,5,812
Mato Grosso,2013,5,739
Mato Grosso,2014,5,933
Mato Grosso,2015,5,541
Mato Grosso,2016,5,1.081
Mato Grosso,2017,5,845
Mato Grosso,1998,6,2.201
Mato Grosso,1999,6,2.201
Mato Grosso,2000,6,4.358
Mato Grosso,2001,6,6.665
Mato Grosso,2002,6,7.878
Mato Grosso,2003,6,4.313
Mato Grosso,2004,6,9.813
Mato Grosso,2005,6,2.294
Mato Grosso,2006,6,856
Mato Grosso,2007,6,1.339
Mato Grosso,2008,6,403
Mato Grosso,2009,6,979
Mato Grosso,2010,6,1.025
Mato Grosso,2011,6,974
Mato Grosso,2012,6,1.651
Mato Grosso,2013,6,1.213
Mato Grosso,2014,6,1.795
Mato Grosso,2015,6,1.402
Mato Grosso,2016,6,1.417
Mato Grosso,2017,6,2.041
Mato Grosso,1998,7,3.712
Mato Grosso,1999,7,3.926
Mato Grosso,2000,7,1.338
Mato Grosso,2001,7,1.555
Mato Grosso,2002,7,5.661
Mato Grosso,2003,7,5.435
Mato Grosso,2004,7,11.517
Mato Grosso,2005,7,4.172
Mato Grosso,2006,7,1.941
Mato Grosso,2007,7,1.79
Mato Grosso,2008,7,1.117
Mato Grosso,2009,7,1.613
Mato Grosso,2010,7,3.442
Mato Grosso,2011,7,1.061
Mato Grosso,2012,7,2.008
Mato Grosso,2013,7,1.63
Mato Grosso,2014,7,2.255
Mato Grosso,2015,7,1.533
Mato Grosso,2016,7,3.495
Mato Grosso,2017,7,2.79
Mato Grosso,1998,8,15.406
Mato Grosso,1999,8,18.566
Mato Grosso,2000,8,6.063
Mato Grosso,2001,8,7.762
Mato Grosso,2002,8,14.086
Mato Grosso,2003,8,11.132
Mato Grosso,2004,8,13.603
Mato Grosso,2005,8,11.57
Mato Grosso,2006,8,6.218
Mato Grosso,2007,8,14.453
Mato Grosso,2008,8,2.875
Mato Grosso,2009,8,2.25
Mato Grosso,2010,8,14.608
Mato Grosso,2011,8,2.628
Mato Grosso,2012,8,6.195
Mato Grosso,2013,8,3.568
Mato Grosso,2014,8,7.167
Mato Grosso,2015,8,5.112
Mato Grosso,2016,8,6.228
Mato Grosso,2017,8,6.229
Mato Grosso,1998,9,10.363
Mato Grosso,1999,9,11.729
Mato Grosso,2000,9,6.251
Mato Grosso,2001,9,8.49
Mato Grosso,2002,9,11.034
Mato Grosso,2003,9,15.79
Mato Grosso,2004,9,24.994
Mato Grosso,2005,9,20.551
Mato Grosso,2006,9,12.661
Mato Grosso,2007,9,25.963
Mato Grosso,2008,9,7.965
Mato Grosso,2009,9,3.129
Mato Grosso,2010,9,18.366
Mato Grosso,2011,9,6.332
Mato Grosso,2012,9,10.344
Mato Grosso,2013,9,5.576
Mato Grosso,2014,9,7.081
Mato Grosso,2015,9,11.068
Mato Grosso,2016,9,8.98
Mato Grosso,2017,9,23.945
Mato Grosso,1998,10,2.707
Mato Grosso,1999,10,6.109
Mato Grosso,2000,10,6.062
Mato Grosso,2001,10,6.543
Mato Grosso,2002,10,9.375
Mato Grosso,2003,10,5.341
Mato Grosso,2004,10,9.295
Mato Grosso,2005,10,7.765
Mato Grosso,2006,10,2.327
Mato Grosso,2007,10,4.89
Mato Grosso,2008,10,6.326
Mato Grosso,2009,10,2.579
Mato Grosso,2010,10,4.465
Mato Grosso,2011,10,2.01
Mato Grosso,2012,10,2.837
Mato Grosso,2013,10,1.986
Mato Grosso,2014,10,5.281
Mato Grosso,2015,10,6.49
Mato Grosso,2016,10,2.749
Mato Grosso,2017,10,4.8
Mato Grosso,1998,11,182
Mato Grosso,1999,11,842
Mato Grosso,2000,11,502
Mato Grosso,2001,11,373
Mato Grosso,2002,11,2.905
Mato Grosso,2003,11,2.097
Mato Grosso,2004,11,2.405
Mato Grosso,2005,11,1.368
Mato Grosso,2006,11,1.031
Mato Grosso,2007,11,299
Mato Grosso,2008,11,190
Mato Grosso,2009,11,588
Mato Grosso,2010,11,768
Mato Grosso,2011,11,1.103
Mato Grosso,2012,11,375
Mato Grosso,2013,11,1.064
Mato Grosso,2014,11,1.018
Mato Grosso,2015,11,1.93
Mato Grosso,2016,11,918
Mato Grosso,2017,11,813
Mato Grosso,1998,12,76
Mato Grosso,1999,12,47
Mato Grosso,2000,12,98
Mato Grosso,2001,12,37
Mato Grosso,2002,12,1.157
Mato Grosso,2003,12,1.622
Mato Grosso,2004,12,1.217
Mato Grosso,2005,12,246
Mato Grosso,2006,12,23
Mato Grosso,2007,12,81
Mato Grosso,2008,12,159
Mato Grosso,2009,12,171
Mato Grosso,2010,12,846
Mato Grosso,2011,12,431
Mato Grosso,2012,12,492
Mato Grosso,2013,12,447
Mato Grosso,2014,12,466
Mato Grosso,2015,12,1.777
Mato Grosso,2016,12,425
Mato Grosso,1998,1,0
Mato Grosso,1999,1,239
Mato Grosso,2000,1,326
Mato Grosso,2001,1,97
Mato Grosso,2002,1,304
Mato Grosso,2003,1,182
Mato Grosso,2004,1,258
Mato Grosso,2005,1,59
Mato Grosso,2006,1,59
Mato Grosso,2007,1,19
Mato Grosso,2008,1,63
Mato Grosso,2009,1,229
Mato Grosso,2010,1,72
Mato Grosso,2011,1,129
Mato Grosso,2012,1,201
Mato Grosso,2013,1,174
Mato Grosso,2014,1,197
Mato Grosso,2015,1,226
Mato Grosso,2016,1,127
Mato Grosso,2017,1,355
Mato Grosso,1998,2,0
Mato Grosso,1999,2,69
Mato Grosso,2000,2,81
Mato Grosso,2001,2,89
Mato Grosso,2002,2,98
Mato Grosso,2003,2,108
Mato Grosso,2004,2,169
Mato Grosso,2005,2,221
Mato Grosso,2006,2,104
Mato Grosso,2007,2,111
Mato Grosso,2008,2,78
Mato Grosso,2009,2,164
Mato Grosso,2010,2,157
Mato Grosso,2011,2,61
Mato Grosso,2012,2,112
Mato Grosso,2013,2,100
Mato Grosso,2014,2,139
Mato Grosso,2015,2,148
Mato Grosso,2016,2,187
Mato Grosso,2017,2,165
Mato Grosso,1998,3,0
Mato Grosso,1999,3,100
Mato Grosso,2000,3,23
Mato Grosso,2001,3,39
Mato Grosso,2002,3,115
Mato Grosso,2003,3,137
Mato Grosso,2004,3,225
Mato Grosso,2005,3,158
Mato Grosso,2006,3,137
Mato Grosso,2007,3,137
Mato Grosso,2008,3,97
Mato Grosso,2009,3,118
Mato Grosso,2010,3,149
Mato Grosso,2011,3,37
Mato Grosso,2012,3,169
Mato Grosso,2013,3,158
Mato Grosso,2014,3,95
Mato Grosso,2015,3,190
Mato Grosso,2016,3,143
Mato Grosso,2017,3,170
Mato Grosso,1998,4,0
Mato Grosso,1999,4,97
Mato Grosso,2000,4,90
Mato Grosso,2001,4,108
Mato Grosso,2002,4,230
Mato Grosso,2003,4,126
Mato Grosso,2004,4,97
Mato Grosso,2005,4,126
Mato Grosso,2006,4,51
Mato Grosso,2007,4,46
Mato Grosso,2008,4,72
Mato Grosso,2009,4,291
Mato Grosso,2010,4,136
Mato Grosso,2011,4,23
Mato Grosso,2012,4,97
Mato Grosso,2013,4,78
Mato Grosso,2014,4,129
Mato Grosso,2015,4,65
Mato Grosso,2016,4,161
Mato Grosso,2017,4,59
Mato Grosso,1998,5,0
Mato Grosso,1999,5,206
Mato Grosso,2000,5,127
Mato Grosso,2001,5,112
Mato Grosso,2002,5,88
Mato Grosso,2003,5,74
Mato Grosso,2004,5,25
Mato Grosso,2005,5,328
Mato Grosso,2006,5,99
Mato Grosso,2007,5,62
Mato Grosso,2008,5,34
Mato Grosso,2009,5,927
Mato Grosso,2010,5,105
Mato Grosso,2011,5,81
Mato Grosso,2012,5,157
Mato Grosso,2013,5,72
Mato Grosso,2014,5,70
Mato Grosso,2015,5,58
Mato Grosso,2016,5,97
Mato Grosso,2017,5,72
Mato Grosso,1998,6,82
Mato Grosso,1999,6,127
Mato Grosso,2000,6,157
Mato Grosso,2001,6,249
Mato Grosso,2002,6,517
Mato Grosso,2003,6,170
Mato Grosso,2004,6,394
Mato Grosso,2005,6,439
Mato Grosso,2006,6,89
Mato Grosso,2007,6,141
Mato Grosso,2008,6,24
Mato Grosso,2009,6,376
Mato Grosso,2010,6,149
Mato Grosso,2011,6,104
Mato Grosso,2012,6,96
Mato Grosso,2013,6,35
Mato Grosso,2014,6,84
Mato Grosso,2015,6,299
Mato Grosso,2016,6,120
Mato Grosso,2017,6,175
Mato Grosso,1998,7,360
Mato Grosso,1999,7,1.297
Mato Grosso,2000,7,160
Mato Grosso,2001,7,591
Mato Grosso,2002,7,935
Mato Grosso,2003,7,182
Mato Grosso,2004,7,529
Mato Grosso,2005,7,859
Mato Grosso,2006,7,289
Mato Grosso,2007,7,197
Mato Grosso,2008,7,116
Mato Grosso,2009,7,354
Mato Grosso,2010,7,589
Mato Grosso,2011,7,250
Mato Grosso,2012,7,538
Mato Grosso,2013,7,201
Mato Grosso,2014,7,193
Mato Grosso,2015,7,371
Mato Grosso,2016,7,687
Mato Grosso,2017,7,1.05
Mato Grosso,1998,8,228
Mato Grosso,1999,8,4.355
Mato Grosso,2000,8,530
Mato Grosso,2001,8,2.484
Mato Grosso,2002,8,3.984
Mato Grosso,2003,8,953
Mato Grosso,2004,8,1.408
Mato Grosso,2005,8,4.484
Mato Grosso,2006,8,1.129
Mato Grosso,2007,8,1.823
Mato Grosso,2008,8,456
Mato Grosso,2009,8,816
Mato Grosso,2010,8,1.721
Mato Grosso,2011,8,552
Mato Grosso,2012,8,2.951
Mato Grosso,2013,8,677
Mato Grosso,2014,8,312
Mato Grosso,2015,8,1.293
Mato Grosso,2016,8,1.481
Mato Grosso,2017,8,1.488
Mato Grosso,1998,9,457
Mato Grosso,1999,9,2.969
Mato Grosso,2000,9,510
Mato Grosso,2001,9,1.383
Mato Grosso,2002,9,2.252
Mato Grosso,2003,9,1.124
Mato Grosso,2004,9,2.511
Mato Grosso,2005,9,1.87
Mato Grosso,2006,9,1.078
Mato Grosso,2007,9,4.446
Mato Grosso,2008,9,1.62
Mato Grosso,2009,9,1.146
Mato Grosso,2010,9,1.505
Mato Grosso,2011,9,1.072
Mato Grosso,2012,9,2.264
Mato Grosso,2013,9,1.074
Mato Grosso,2014,9,365
Mato Grosso,2015,9,1.482
Mato Grosso,2016,9,2.383
Mato Grosso,2017,9,2.984
Mato Grosso,1998,10,576
Mato Grosso,1999,10,2.053
Mato Grosso,2000,10,657
Mato Grosso,2001,10,563
Mato Grosso,2002,10,2.173
Mato Grosso,2003,10,541
Mato Grosso,2004,10,960
Mato Grosso,2005,10,647
Mato Grosso,2006,10,244
Mato Grosso,2007,10,668
Mato Grosso,2008,10,432
Mato Grosso,2009,10,854
Mato Grosso,2010,10,597
Mato Grosso,2011,10,276
Mato Grosso,2012,10,652
Mato Grosso,2013,10,378
Mato Grosso,2014,10,581
Mato Grosso,2015,10,507
Mato Grosso,2016,10,1.2
Mato Grosso,2017,10,685
Mato Grosso,1998,11,306
Mato Grosso,1999,11,1.194
Mato Grosso,2000,11,274
Mato Grosso,2001,11,220
Mato Grosso,2002,11,1.47
Mato Grosso,2003,11,380
Mato Grosso,2004,11,208
Mato Grosso,2005,11,159
Mato Grosso,2006,11,83
Mato Grosso,2007,11,82
Mato Grosso,2008,11,50
Mato Grosso,2009,11,439
Mato Grosso,2010,11,259
Mato Grosso,2011,11,445
Mato Grosso,2012,11,115
Mato Grosso,2013,11,423
Mato Grosso,2014,11,190
Mato Grosso,2015,11,276
Mato Grosso,2016,11,258
Mato Grosso,2017,11,133
Mato Grosso,1998,12,100
Mato Grosso,1999,12,306
Mato Grosso,2000,12,139
Mato Grosso,2001,12,143
Mato Grosso,2002,12,376
Mato Grosso,2003,12,153
Mato Grosso,2004,12,110
Mato Grosso,2005,12,46
Mato Grosso,2006,12,18
Mato Grosso,2007,12,15
Mato Grosso,2008,12,208
Mato Grosso,2009,12,87
Mato Grosso,2010,12,276
Mato Grosso,2011,12,577
Mato Grosso,2012,12,194
Mato Grosso,2013,12,195
Mato Grosso,2014,12,84
Mato Grosso,2015,12,394
Mato Grosso,2016,12,123
Minas Gerais,1998,1,0
Minas Gerais,1999,1,36
Minas Gerais,2000,1,24
Minas Gerais,2001,1,18
Minas Gerais,2002,1,29
Minas Gerais,2003,1,37
Minas Gerais,2004,1,22
Minas Gerais,2005,1,28
Minas Gerais,2006,1,109
Minas Gerais,2007,1,91
Minas Gerais,2008,1,85
Minas Gerais,2009,1,74
Minas Gerais,2010,1,118
Minas Gerais,2011,1,61
Minas Gerais,2012,1,75
Minas Gerais,2013,1,75
Minas Gerais,2014,1,133
Minas Gerais,2015,1,147
Minas Gerais,2016,1,61
Minas Gerais,2017,1,106
Minas Gerais,1998,2,0
Minas Gerais,1999,2,112
Minas Gerais,2000,2,20
Minas Gerais,2001,2,39
Minas Gerais,2002,2,62
Minas Gerais,2003,2,126
Minas Gerais,2004,2,29
Minas Gerais,2005,2,79
Minas Gerais,2006,2,96
Minas Gerais,2007,2,71
Minas Gerais,2008,2,59
Minas Gerais,2009,2,74
Minas Gerais,2010,2,155
Minas Gerais,2011,2,111
Minas Gerais,2012,2,123
Minas Gerais,2013,2,143
Minas Gerais,2014,2,157
Minas Gerais,2015,2,84
Minas Gerais,2016,2,207
Minas Gerais,2017,2,61
Minas Gerais,1998,3,0
Minas Gerais,1999,3,13
Minas Gerais,2000,3,24
Minas Gerais,2001,3,13
Minas Gerais,2002,3,62
Minas Gerais,2003,3,81
Minas Gerais,2004,3,81
Minas Gerais,2005,3,107
Minas Gerais,2006,3,69
Minas Gerais,2007,3,155
Minas Gerais,2008,3,61
Minas Gerais,2009,3,106
Minas Gerais,2010,3,109
Minas Gerais,2011,3,67
Minas Gerais,2012,3,152
Minas Gerais,2013,3,110
Minas Gerais,2014,3,77
Minas Gerais,2015,3,80
Minas Gerais,2016,3,123
Minas Gerais,2017,3,105
Minas Gerais,1998,4,0
Minas Gerais,1999,4,27
Minas Gerais,2000,4,49
Minas Gerais,2001,4,60
Minas Gerais,2002,4,99
Minas Gerais,2003,4,215
Minas Gerais,2004,4,48
Minas Gerais,2005,4,89
Minas Gerais,2006,4,50
Minas Gerais,2007,4,35
Minas Gerais,2008,4,113
Minas Gerais,2009,4,26
Minas Gerais,2010,4,112
Minas Gerais,2011,4,66
Minas Gerais,2012,4,180
Minas Gerais,2013,4,61
Minas Gerais,2014,4,161
Minas Gerais,2015,4,109
Minas Gerais,2016,4,172
Minas Gerais,2017,4,69
Minas Gerais,1998,5,0
Minas Gerais,1999,5,51
Minas Gerais,2000,5,67
Minas Gerais,2001,5,83
Minas Gerais,2002,5,98
Minas Gerais,2003,5,75
Minas Gerais,2004,5,79
Minas Gerais,2005,5,134
Minas Gerais,2006,5,62
Minas Gerais,2007,5,124
Minas Gerais,2008,5,50
Minas Gerais,2009,5,128
Minas Gerais,2010,5,179
Minas Gerais,2011,5,151
Minas Gerais,2012,5,144
Minas Gerais,2013,5,150
Minas Gerais,2014,5,224
Minas Gerais,2015,5,114
Minas Gerais,2016,5,186
Minas Gerais,2017,5,125
Minas Gerais,1998,6,70
Minas Gerais,1999,6,132
Minas Gerais,2000,6,135
Minas Gerais,2001,6,166
Minas Gerais,2002,6,207
Minas Gerais,2003,6,245
Minas Gerais,2004,6,209
Minas Gerais,2005,6,246
Minas Gerais,2006,6,73
Minas Gerais,2007,6,184
Minas Gerais,2008,6,48
Minas Gerais,2009,6,173
Minas Gerais,2010,6,139
Minas Gerais,2011,6,304
Minas Gerais,2012,6,219
Minas Gerais,2013,6,144
Minas Gerais,2014,6,376
Minas Gerais,2015,6,200
Minas Gerais,2016,6,263
Minas Gerais,2017,6,360
Minas Gerais,1998,7,232
Minas Gerais,1999,7,318
Minas Gerais,2000,7,345
Minas Gerais,2001,7,266
Minas Gerais,2002,7,741
Minas Gerais,2003,7,407
Minas Gerais,2004,7,625
Minas Gerais,2005,7,467
Minas Gerais,2006,7,336
Minas Gerais,2007,7,446
Minas Gerais,2008,7,194
Minas Gerais,2009,7,477
Minas Gerais,2010,7,707
Minas Gerais,2011,7,801
Minas Gerais,2012,7,669
Minas Gerais,2013,7,462
Minas Gerais,2014,7,559
Minas Gerais,2015,7,288
Minas Gerais,2016,7,1.004
Minas Gerais,2017,7,610
Minas Gerais,1998,8,875
Minas Gerais,1999,8,1.19
Minas Gerais,2000,8,769
Minas Gerais,2001,8,858
Minas Gerais,2002,8,2.041
Minas Gerais,2003,8,1.955
Minas Gerais,2004,8,1.642
Minas Gerais,2005,8,1.029
Minas Gerais,2006,8,959
Minas Gerais,2007,8,2.975
Minas Gerais,2008,8,605
Minas Gerais,2009,8,685
Minas Gerais,2010,8,3.353
Minas Gerais,2011,8,2.742
Minas Gerais,2012,8,901
Minas Gerais,2013,8,911
Minas Gerais,2014,8,1.952
Minas Gerais,2015,8,1.059
Minas Gerais,2016,8,1.433
Minas Gerais,2017,8,2.142
Minas Gerais,1998,9,1.981
Minas Gerais,1999,9,2.686
Minas Gerais,2000,9,1.08
Minas Gerais,2001,9,1.597
Minas Gerais,2002,9,3.1
Minas Gerais,2003,9,7.091
Minas Gerais,2004,9,4.339
Minas Gerais,2005,9,2.047
Minas Gerais,2006,9,2.78
Minas Gerais,2007,9,5.088
Minas Gerais,2008,9,2.552
Minas Gerais,2009,9,1.31
Minas Gerais,2010,9,5.059
Minas Gerais,2011,9,5.978
Minas Gerais,2012,9,3.219
Minas Gerais,2013,9,1.656
Minas Gerais,2014,9,3.454
Minas Gerais,2015,9,3.088
Minas Gerais,2016,9,2.093
Minas Gerais,2017,9,4.697
Minas Gerais,1998,10,1.093
Minas Gerais,1999,10,1.363
Minas Gerais,2000,10,1.954
Minas Gerais,2001,10,528
Minas Gerais,2002,10,4.788
Minas Gerais,2003,10,5.391
Minas Gerais,2004,10,2.736
Minas Gerais,2005,10,6.546
Minas Gerais,2006,10,616
Minas Gerais,2007,10,3.467
Minas Gerais,2008,10,3.787
Minas Gerais,2009,10,1.013
Minas Gerais,2010,10,2.048
Minas Gerais,2011,10,1.206
Minas Gerais,2012,10,3.97
Minas Gerais,2013,10,1.221
Minas Gerais,2014,10,4.735
Minas Gerais,2015,10,3.708
Minas Gerais,2016,10,948
Minas Gerais,2017,10,3.062
Minas Gerais,1998,11,32
Minas Gerais,1999,11,271
Minas Gerais,2000,11,43
Minas Gerais,2001,11,62
Minas Gerais,2002,11,417
Minas Gerais,2003,11,399
Minas Gerais,2004,11,914
Minas Gerais,2005,11,422
Minas Gerais,2006,11,59
Minas Gerais,2007,11,1.305
Minas Gerais,2008,11,892
Minas Gerais,2009,11,246
Minas Gerais,2010,11,82
Minas Gerais,2011,11,153
Minas Gerais,2012,11,220
Minas Gerais,2013,11,277
Minas Gerais,2014,11,398
Minas Gerais,2015,11,1.453
Minas Gerais,2016,11,126
Minas Gerais,2017,11,136
Minas Gerais,1998,12,21
Minas Gerais,1999,12,32
Minas Gerais,2000,12,14
Minas Gerais,2001,12,44
Minas Gerais,2002,12,225
Minas Gerais,2003,12,225
Minas Gerais,2004,12,125
